IncidentNumber,Latitude,Longitude,ApproximateVolumeM3,ReportedDate,ReportedYear,IncidentType_EN_LIST,IncidentStatus_EN,CompanyName_EN,NearestPopulationCenter_EN,ProvinceName_EN,SubstanceName_EN,ReleaseType_EN,PipelinePhase_EN,WerePipelineSystemComponentsInvolved,PipelineComponent_EN_LIST,WhatHappened_EN_LIST,WhyItHappened_EN_LIST
INC2013-199,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-198,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-197,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-196,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-195,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-194,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-193,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-192,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-191,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-190,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-189,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-188,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-187,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-186,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-185,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-184,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-183,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-182,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-181,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-180,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-179,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-178,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-177,49.753998,-101.238688,Not Applicable,2013-10-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-175,49.28487,-115.17704,1500.0000,2013-12-16T00:00:00,2013,Release of Substance,Closed,Foothills Pipe Lines Ltd.,Elko,British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,"Engineering and Planning,Maintenance"
INC2013-170,45.182385,-61.652361,2000.0000,2013-12-11T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Goldboro,Nova Scotia,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Corrosion and Cracking,Maintenance
INC2013-169,46.112702,-64.714397,0.3000,2013-12-09T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Moncton,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Equipment Failure,Maintenance
INC2013-168,49.7951,-92.762674,0.0170,2013-12-05T00:00:00,2013,Release of Substance,Closed,TransCanada PipeLines Limited,Dryden,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,"Corrosion and Cracking,Incorrect Operation",Maintenance
INC2013-167,49.017155,-107.831853,Not Applicable,2013-12-05T00:00:00,2013,Fire,Closed,Foothills Pipe Lines (Saskatchewan) Ltd.,Monchy,Saskatchewan,Not applicable,Not applicable,Operation,Yes,Compression,"Equipment Failure,External Interference,Incorrect Operation",Maintenance
INC2013-165,50.477608,-104.569525,Not Applicable,2013-12-02T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Regina,Saskatchewan,Not applicable,Not applicable,Operation,Yes,Pipeline,Incorrect Operation,Maintenance
INC2013-164,53.542908,-113.36445,12.0000,2013-12-01T00:00:00,2013,Release of Substance,Submitted,Trans Mountain Pipeline ULC,Sherwood Park,Alberta,Crude Oil - Sweet,Liquid,Construction,No,Not Available,To be determined,To be determined
INC2013-162,54.50936,-112.64735,4300000.0000,2013-11-27T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Boyle,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Maintenance
INC2013-161,53.307156,-113.511011,2.2500,2013-11-25T00:00:00,2013,Release of Substance,Submitted,Enbridge Pipelines Inc.,Edmonton,Alberta,Crude Oil - Sweet,Liquid,Operation,No,Not Available,Incorrect Operation,"Human Factors,Standards and Procedures"
INC2013-160,58.653246,-122.684823,Not Provided,2013-11-24T00:00:00,2013,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Natural Gas - Sour,Gas,Operation,No,Not Available,Corrosion and Cracking,Maintenance
INC2013-159,53.700716,-113.209466,Not Applicable,2013-11-22T00:00:00,2013,Operation Beyond Design Limits,Closed,Cochin Pipe Lines Ltd.,Fort Saskatchewan,Alberta,Not applicable,Not applicable,Operation,Yes,Pipeline,Incorrect Operation,"Engineering and Planning,Maintenance"
INC2013-158,49.362856,-98.590633,Not Applicable,2013-11-22T00:00:00,2013,Fire,Closed,Enbridge Pipelines Inc.,Saint Leon,Manitoba,Not applicable,Not applicable,Maintenance,No,Not Available,Defect and Deterioration,Standards and Procedures
INC2013-157,58.653246,-122.684823,0.0001,2013-11-21T00:00:00,2013,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Processing Plant,Equipment Failure,Maintenance
INC2013-155,45.273315,-66.063308,500.0000,2013-11-16T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2013-154,49.82512,-93.627265,Not Provided,2013-11-02T00:00:00,2013,Release of Substance,Submitted,TransCanada PipeLines Limited,Vermilion Bay,Ontario,Natural Gas - Sweet,Gas,Operation,No,Not Available,Corrosion and Cracking,Maintenance
INC2013-153,53.547403,-113.355714,Not Applicable,2013-10-31T00:00:00,2013,Fire,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Maintenance,No,Not Available,Incorrect Operation,Inadequate Supervision
INC2013-152,45.273315,-66.063308,5.7000,2013-10-29T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Maintenance
INC2013-150,50.676806,-109.929667,Not Provided,2013-10-23T00:00:00,2013,Release of Substance,Submitted,TransCanada PipeLines Limited,Burstall,Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Engineering and Planning
INC2013-148,52.3882,-112.2162,Not Provided,2013-10-20T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Gadsby,Alberta,Natural Gas - Sweet,Gas,Maintenance,No,Not Available,Corrosion and Cracking,"Human Factors,Maintenance"
INC2013-147,56.51516,-113.65075,Not Applicable,2013-10-17T00:00:00,2013,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Fort McMurray,Alberta,Not applicable,Not applicable,Operation,Yes,Pipeline,"Defect and Deterioration,Incorrect Operation,Natural Force Damage","Engineering and Planning,Failure in communication"
INC2013-146,56.514327,-113.679868,16500000.0000,2013-10-17T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fort McMurray,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,"Engineering and Planning,Failure in communication"
INC2013-142,55.26395,-114.601007,Not Provided,2013-10-06T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Slave Lake,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Corrosion and Cracking,Maintenance
INC2013-141,53.97323,-112.22835,Not Provided,2013-09-28T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Smokey Lake,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Corrosion and Cracking,Maintenance
INC2013-139,55.26619,-114.60103,Not Provided,2013-09-26T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Slave Lake,Alberta,Natural Gas - Sweet,Gas,Maintenance,No,Not Available,"Corrosion and Cracking,Defect and Deterioration","Engineering and Planning,Maintenance"
INC2013-137,58.6535,-122.68519,Not Provided,2013-09-23T00:00:00,2013,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Processing Plant,External Interference,Maintenance
INC2013-136,52.930153,-112.073468,Not Provided,2013-09-22T00:00:00,2013,Release of Substance,Closed,Enbridge Pipelines Inc.,Strome,Alberta,Natural Gas Liquids,Gas,Operation,No,Not Available,Equipment Failure,Maintenance
INC2013-133,54.08577,-116.64156,Not Provided,2013-09-16T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Not specified,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Engineering and Planning
INC2013-131,54.09296,-116.62308,Not Provided,2013-09-12T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Edson,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Engineering and Planning
INC2013-129,55.569092,-121.944662,Not Applicable,2013-09-06T00:00:00,2013,Operation Beyond Design Limits,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Not applicable,Not applicable,Maintenance,No,Not Available,"Defect and Deterioration,External Interference",Maintenance
INC2013-126,49.753998,-101.238688,Not Applicable,2013-08-28T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Cromer,Manitoba,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-125,56.146303,-120.669169,Not Applicable,2013-08-21T00:00:00,2013,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Not applicable,Not applicable,Maintenance,No,Not Available,External Interference,Natural or Environmental Forces
INC2013-124,45.27405,-66.02748,Not Provided,2013-08-20T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Not specified,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,Maintenance
INC2013-123,49.78485,-112.15107,Not Applicable,2013-08-17T00:00:00,2013,Fire,Closed,NOVA Gas Transmission Ltd.,Taber,Alberta,Not applicable,Not applicable,Maintenance,No,Not Available,To be determined,To be determined
INC2013-120,51.865344,-109.026045,0.0001,2013-08-04T00:00:00,2013,Release of Substance,Closed,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Natural Gas Liquids,Gas,Operation,Yes,Metering,Equipment Failure,Maintenance
INC2013-119,49.753998,-101.238688,Not Provided,2013-08-03T00:00:00,2013,Release of Substance,Submitted,Enbridge Pipelines Inc.,Cromer,Manitoba,Natural Gas Liquids,Gas,Operation,No,Not Available,"Equipment Failure,External Interference",Maintenance
INC2013-118,51.865344,-109.026045,0.0001,2013-07-29T00:00:00,2013,Release of Substance,Closed,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Natural Gas Liquids,Gas,Operation,No,Not Available,Incorrect Operation,"Human Factors,Standards and Procedures"
INC2013-117,53.499634,-112.081524,Not Applicable,2013-07-25T00:00:00,2013,Fire,Submitted,Kinder Morgan Cochin ULC,Not specified,Alberta,Not applicable,Not applicable,Maintenance,No,Not Available,To be determined,To be determined
INC2013-115,56.943843,-122.074441,Not Applicable,2013-07-24T00:00:00,2013,Operation Beyond Design Limits,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort St. John,British Columbia,Not applicable,Not applicable,Maintenance,Yes,Pipeline,Incorrect Operation,Standards and Procedures
INC2013-114,49.634728,-112.476416,Not Provided,2013-07-24T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Coaldale,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,Engineering and Planning
INC2013-113,51.865344,-109.026045,Not Provided,2013-07-22T00:00:00,2013,Release of Substance,Closed,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Natural Gas Liquids,Gas,Operation,Yes,Pumping,Equipment Failure,Maintenance
INC2013-112,49.720115,-96.983862,1.9000,2013-07-17T00:00:00,2013,Release of Substance,Closed,TransCanada PipeLines Limited,Ile des Chênes,Manitoba,Lube Oil,Liquid,Operation,No,Not Available,"Corrosion and Cracking,Incorrect Operation","Engineering and Planning,Maintenance"
INC2013-111,45.9627,-66.6432,0.0001,2013-07-12T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Fredericton,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,"Engineering and Planning,Inadequate Procurement"
INC2013-110,58.653246,-122.684823,20500.0000,2013-07-05T00:00:00,2013,"Fire,Release of Substance",Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Natural Gas - Sour,Gas,Operation,No,Not Available,Incorrect Operation,"Engineering and Planning,Maintenance"
INC2013-107,55.29782,-113.69498,Not Provided,2013-07-08T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Slave Lake,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Defect and Deterioration,Engineering and Planning
INC2013-104,52.653959,-111.268469,1.5900,2013-07-03T00:00:00,2013,Release of Substance,Submitted,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,Crude Oil - Sweet,Liquid,Construction,No,Not Available,To be determined,To be determined
INC2013-103,45.828977,-66.578676,0.0001,2013-07-02T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Waasis,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,"Engineering and Planning,Inadequate Procurement"
INC2013-101,45.625321,-73.537743,Not Applicable,2013-07-01T00:00:00,2013,Operation Beyond Design Limits,Closed,Trans-Northern Pipelines Inc.,Montreal,Quebec,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-099,49.615781,-121.034754,17.8000,2013-06-26T00:00:00,2013,Release of Substance,Closed,Trans Mountain Pipeline ULC,Hope,British Columbia,Crude Oil - Sweet,Liquid,Maintenance,Yes,Pipeline,Defect and Deterioration,Maintenance
INC2013-097,59.20186,-121.596498,0.0001,2013-06-19T00:00:00,2013,Release of Substance,Submitted,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Natural Gas - Sour,Gas,Maintenance,Yes,Pipeline,"Equipment Failure,External Interference,Incorrect Operation",Standards and Procedures
INC2013-096,50.480661,-105.867038,5000.0000,2013-06-19T00:00:00,2013,Release of Substance,Closed,TransCanada PipeLines Limited,Caron,Saskatchewan,Natural Gas - Sweet,Gas,Operation,No,Not Available,External Interference,Maintenance
INC2013-095,45.156922,-66.769837,0.8500,2013-06-14T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Saint George,New Brunswick,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Maintenance
INC2013-094,45.1291,-66.819134,0.3000,2013-06-14T00:00:00,2013,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Saint George,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,Maintenance
INC2013-091,50.457417,-110.196855,Not Provided,2013-06-11T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Hilda,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Corrosion and Cracking,Tools and Equipment
INC2013-089,45.271448,-67.03329,Not Provided,2013-06-10T00:00:00,2013,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Rollingdam,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,Maintenance
INC2013-088,45.279238,-66.006686,0.3000,2013-06-10T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Maintenance
INC2013-086,53.547403,-113.355714,Not Applicable,2013-06-06T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Operation,Yes,Pipeline,"External Interference,Incorrect Operation","Engineering and Planning,Human Factors"
INC2013-083,63.08805,-123.2205611,Not Applicable,2013-05-23T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines (NW) Inc.,Wrigley,Northwest Territories,Not applicable,Not applicable,Maintenance,Yes,Pumping,Incorrect Operation,Engineering and Planning
INC2013-080,46.087971,-64.77714,Not Provided,2013-05-15T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Moncton,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,Maintenance
INC2013-079,46.087971,-64.77714,Not Provided,2013-05-15T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Moncton,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,Maintenance
INC2013-078,45.897931,-64.368366,Not Provided,2013-05-15T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Sackville,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,Maintenance
INC2013-077,45.254932,-65.988823,Not Provided,2013-05-15T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,Maintenance
INC2013-075,56.035238,-117.966456,Not Provided,2013-05-12T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fairview,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Tools and Equipment
INC2013-074,51.868264,-109.036068,Not Applicable,2013-05-10T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Not applicable,Not applicable,Operation,Yes,Pipeline,"Defect and Deterioration,Equipment Failure,External Interference","Engineering and Planning,Maintenance"
INC2013-073,45.254932,-65.988823,Not Provided,2013-05-07T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Tools and Equipment
INC2013-072,54.095087,-112.305849,Not Applicable,2013-05-04T00:00:00,2013,Fire,Closed,NOVA Gas Transmission Ltd.,Vegreville,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Defect and Deterioration,Standards and Procedures
INC2013-071,53.547403,-113.355714,Not Applicable,2013-05-03T00:00:00,2013,Fire,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Construction,No,Not Available,External Interference,Failure in communication
INC2013-070,53.547403,-113.355714,Not Applicable,2013-05-01T00:00:00,2013,Fire,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Defect and Deterioration,Maintenance
INC2013-069,54.5353,-117.10964,Not Applicable,2013-04-30T00:00:00,2013,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Not specified,Alberta,Not applicable,Not applicable,Operation,No,Not Available,"External Interference,Incorrect Operation","Engineering and Planning,Maintenance"
INC2013-067,53.5475,-113.35566,Not Applicable,2013-04-26T00:00:00,2013,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Incorrect Operation,Standards and Procedures
INC2013-066,44.68563,-63.59679,736.0000,2013-04-26T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Dartmouth,Nova Scotia,Natural Gas - Sweet,Gas,Operation,No,Not Available,External Interference,Engineering and Planning
INC2013-064,51.865344,-109.026045,4.0000,2013-04-18T00:00:00,2013,Release of Substance,Closed,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Crude Oil - Sweet,Liquid,Operation,Yes,Pumping,"Corrosion and Cracking,Equipment Failure","Engineering and Planning,Maintenance"
INC2013-063,45.218884,-65.984989,0.0280,2013-04-16T00:00:00,2013,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Fredericton,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Maintenance
INC2013-062,42.281736,-83.07803,Not Applicable,2013-04-13T00:00:00,2013,Operation Beyond Design Limits,Closed,Kinder Morgan Cochin ULC,Windsor,Ontario,Not applicable,Not applicable,Operation,No,Not Available,Incorrect Operation,Engineering and Planning
INC2013-059,51.9565,-112.370504,Not Applicable,2013-04-09T00:00:00,2013,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Hanna,Alberta,Not applicable,Not applicable,Operation,No,Not Available,External Interference,"Failure in communication,Human Factors,Tools and Equipment"
INC2013-058,52.653959,-111.268469,Not Applicable,2013-04-05T00:00:00,2013,Fire,Closed,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,Standards and Procedures
INC2013-056,42.281736,-83.07803,30.0000,2013-04-04T00:00:00,2013,"Fire,Release of Substance",Closed,Plains Midstream Canada ULC,Windsor,Ontario,Mixed HVP Hydrocarbons,Gas,Operation,No,Not Available,"Defect and Deterioration,External Interference,Incorrect Operation,Natural Force Damage","Engineering and Planning,Inadequate Supervision,Maintenance,Standards and Procedures"
INC2013-053,53.66111,-116.59955,Not Provided,2013-04-01T00:00:00,2013,Release of Substance,Closed,Alliance Pipeline Ltd.,Edson,Alberta,Natural Gas - Sweet,Gas,Construction,Yes,Pipeline,"Defect and Deterioration,External Interference","Standards and Procedures,Tools and Equipment"
INC2013-052,58.653246,-122.684823,0.0100,2013-03-26T00:00:00,2013,"Fire,Release of Substance,Serious Injury (CER or TSB)",Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Natural Gas - Sweet,Gas,Construction,No,Not Available,External Interference,"Engineering and Planning,Human Factors,Inadequate Supervision,Maintenance,Standards and Procedures,Tools and Equipment"
INC2013-047,52.65396,-111.26844,Not Applicable,2013-03-18T00:00:00,2013,Operation Beyond Design Limits,Closed,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,Not applicable,Not applicable,Operation,Yes,Pipeline,External Interference,Natural or Environmental Forces
INC2013-044,57.367714,-119.752776,Not Applicable,2013-03-16T00:00:00,2013,Fire,Closed,NOVA Gas Transmission Ltd.,Hamburg,Alberta,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,Standards and Procedures
INC2013-043,59.20186,-121.596498,2.0000,2013-03-15T00:00:00,2013,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Condensate,Liquid,Operation,No,Not Available,External Interference,Standards and Procedures
INC2013-041,49.681165,-95.374581,0.0001,2013-03-08T00:00:00,2013,Release of Substance,Closed,TransCanada PipeLines Limited,Falcon Lake,Manitoba,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Maintenance
INC2013-039,55.569092,-121.944662,1.0000,2013-03-08T00:00:00,2013,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Sulphur Dioxide,Miscellaneous,Operation,Yes,"Pipeline,Processing Plant","Corrosion and Cracking,Defect and Deterioration,Incorrect Operation",Maintenance
