Incidents,Latitude,Longitude,Volume approx. rejeté,Date/année du signalement,Type d’incident,État,Société,Centre de population le plus près,Provinces,Substance, Type de rejet,Étape du cycle de vie,Des composantes du réseau ont-elles été en cause?,Composantes en cause,Ce qui s’est passé,Causes
INC2013-123,49.78485,-112.15107,Sans objet,2013-08-17T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Taber,Alberta,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,À déterminer,À déterminer
INC2013-120,51.865344,-109.026045,0.0001,2013-08-04T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Liquides de gaz naturel,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2013-119,49.753998,-101.238688,Non fourni,2013-08-03T00:00:00,Déversement de substance,Soumis,Enbridge Pipelines Inc.,Cromer,Manitoba,Liquides de gaz naturel,Gaz,Exploitation,No,Non disponible,"Défaillance d’équipement,Interférences extérieures",Entretien
INC2013-118,51.865344,-109.026045,0.0001,2013-07-29T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Liquides de gaz naturel,Gaz,Exploitation,No,Non disponible,Erreur d’exploitation,"Facteurs humains,Normes et procédures"
INC2013-117,53.499634,-112.081524,Sans objet,2013-07-25T00:00:00,Incendie,Soumis,Kinder Morgan Cochin ULC,Not specified,Alberta,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,À déterminer,À déterminer
INC2013-115,56.943843,-122.074441,Sans objet,2013-07-24T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort St. John,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Entretien,Yes,Pipeline,Erreur d’exploitation,Normes et procédures
INC2013-114,49.634728,-112.476416,Non fourni,2013-07-24T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Coaldale,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Ingénierie et planification
INC2013-113,51.865344,-109.026045,Non fourni,2013-07-22T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Liquides de gaz naturel,Gaz,Exploitation,Yes,Pompage,Défaillance d’équipement,Entretien
INC2013-112,49.720115,-96.983862,1.9000,2013-07-17T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Ile des Chênes,Manitoba,Huile lubrifiante,Liquide,Exploitation,No,Non disponible,"Corrosion et fissuration,Erreur d’exploitation","Ingénierie et planification,Entretien"
INC2013-111,45.9627,-66.6432,0.0001,2013-07-12T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Fredericton,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,"Ingénierie et planification,Approvisionnement inadéquat"
INC2013-110,58.653246,-122.684823,20500.0000,2013-07-05T00:00:00,"Incendie,Déversement de substance",Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,No,Non disponible,Erreur d’exploitation,"Ingénierie et planification,Entretien"
INC2013-107,55.29782,-113.69498,Non fourni,2013-07-08T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Slave Lake,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défectuosité et détérioration,Ingénierie et planification
INC2013-104,52.653959,-111.268469,1.5900,2013-07-03T00:00:00,Déversement de substance,Soumis,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,Pétrole brut non sulfureux,Liquide,Construction,No,Non disponible,À déterminer,À déterminer
INC2013-103,45.828977,-66.578676,0.0001,2013-07-02T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Waasis,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,"Ingénierie et planification,Approvisionnement inadéquat"
INC2013-101,45.625321,-73.537743,Sans objet,2013-07-01T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Trans-Northern Pipelines Inc.,Montreal,Québec,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Interférences extérieures,Ingénierie et planification
INC2013-099,49.615781,-121.034754,17.8000,2013-06-26T00:00:00,Déversement de substance,Fermé,Trans Mountain Pipeline ULC,Hope,Colombie-Britannique,Pétrole brut non sulfureux,Liquide,Entretien,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2013-097,59.20186,-121.596498,0.0001,2013-06-19T00:00:00,Déversement de substance,Soumis,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Entretien,Yes,Pipeline,"Défaillance d’équipement,Interférences extérieures,Erreur d’exploitation",Normes et procédures
INC2013-096,50.480661,-105.867038,5000.0000,2013-06-19T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Caron,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Interférences extérieures,Entretien
INC2013-095,45.156922,-66.769837,0.8500,2013-06-14T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint George,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2013-094,45.1291,-66.819134,0.3000,2013-06-14T00:00:00,Déversement de substance,Fermé,Emera Brunswick Pipeline Company Ltd.,Saint George,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2013-091,50.457417,-110.196855,Non fourni,2013-06-11T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Hilda,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Outils et équipement
INC2013-089,45.271448,-67.03329,Non fourni,2013-06-10T00:00:00,Déversement de substance,Fermé,Emera Brunswick Pipeline Company Ltd.,Rollingdam,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2013-088,45.279238,-66.006686,0.3000,2013-06-10T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2013-086,53.547403,-113.355714,Sans objet,2013-06-06T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,"Interférences extérieures,Erreur d’exploitation","Ingénierie et planification,Facteurs humains"
INC2013-083,63.08805,-123.2205611,Sans objet,2013-05-23T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines (NW) Inc.,Wrigley,Territoires du Nord-Ouest,N'est pas applicable,N'est pas applicable,Entretien,Yes,Pompage,Erreur d’exploitation,Ingénierie et planification
INC2013-080,46.087971,-64.77714,Non fourni,2013-05-15T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Moncton,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2013-079,46.087971,-64.77714,Non fourni,2013-05-15T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Moncton,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2013-078,45.897931,-64.368366,Non fourni,2013-05-15T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Sackville,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2013-077,45.254932,-65.988823,Non fourni,2013-05-15T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2013-075,56.035238,-117.966456,Non fourni,2013-05-12T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Fairview,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Outils et équipement
INC2013-074,51.868264,-109.036068,Sans objet,2013-05-10T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,"Défectuosité et détérioration,Défaillance d’équipement,Interférences extérieures","Ingénierie et planification,Entretien"
INC2013-073,45.254932,-65.988823,Non fourni,2013-05-07T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Outils et équipement
INC2013-072,54.095087,-112.305849,Sans objet,2013-05-04T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Vegreville,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défectuosité et détérioration,Normes et procédures
INC2013-071,53.547403,-113.355714,Sans objet,2013-05-03T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Interférences extérieures,Problème de communication
INC2013-070,53.547403,-113.355714,Sans objet,2013-05-01T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défectuosité et détérioration,Entretien
INC2013-069,54.5353,-117.10964,Sans objet,2013-04-30T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,Not specified,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Ingénierie et planification,Entretien"
INC2013-067,53.5475,-113.35566,Sans objet,2013-04-26T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Erreur d’exploitation,Normes et procédures
INC2013-066,44.68563,-63.59679,736.0000,2013-04-26T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Dartmouth,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Interférences extérieures,Ingénierie et planification
INC2013-064,51.865344,-109.026045,4.0000,2013-04-18T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Pétrole brut non sulfureux,Liquide,Exploitation,Yes,Pompage,"Corrosion et fissuration,Défaillance d’équipement","Ingénierie et planification,Entretien"
INC2013-063,45.218884,-65.984989,0.0280,2013-04-16T00:00:00,Déversement de substance,Fermé,Emera Brunswick Pipeline Company Ltd.,Fredericton,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2013-062,42.281736,-83.07803,Sans objet,2013-04-13T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Kinder Morgan Cochin ULC,Windsor,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Erreur d’exploitation,Ingénierie et planification
INC2013-059,51.9565,-112.370504,Sans objet,2013-04-09T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,Hanna,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Interférences extérieures,"Problème de communication,Facteurs humains,Outils et équipement"
INC2013-058,52.653959,-111.268469,Sans objet,2013-04-05T00:00:00,Incendie,Fermé,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,Normes et procédures
INC2013-056,42.281736,-83.07803,30.0000,2013-04-04T00:00:00,"Incendie,Déversement de substance",Fermé,Plains Midstream Canada ULC,Windsor,Ontario,Mélange d'hydrocarbures à HPV,Gaz,Exploitation,No,Non disponible,"Défectuosité et détérioration,Interférences extérieures,Erreur d’exploitation,Forces de la nature","Ingénierie et planification,Supervision insuffisante,Entretien,Normes et procédures"
INC2013-053,53.66111,-116.59955,Non fourni,2013-04-01T00:00:00,Déversement de substance,Fermé,Alliance Pipeline Ltd.,Edson,Alberta,Gaz Naturel - non sulfureux,Gaz,Construction,Yes,Pipeline,"Défectuosité et détérioration,Interférences extérieures","Normes et procédures,Outils et équipement"
INC2013-052,58.653246,-122.684823,0.0100,2013-03-26T00:00:00,"Incendie,Déversement de substance,Blessure grave (Office ou BST)",Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,Gaz Naturel - non sulfureux,Gaz,Construction,No,Non disponible,Interférences extérieures,"Ingénierie et planification,Facteurs humains,Supervision insuffisante,Entretien,Normes et procédures,Outils et équipement"
INC2013-047,52.65396,-111.26844,Sans objet,2013-03-18T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Interférences extérieures,Forces de la nature ou environnement
INC2013-044,57.367714,-119.752776,Sans objet,2013-03-16T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Hamburg,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,Normes et procédures
INC2013-043,59.20186,-121.596498,2.0000,2013-03-15T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,Condensat,Liquide,Exploitation,No,Non disponible,Interférences extérieures,Normes et procédures
INC2013-041,49.681165,-95.374581,0.0001,2013-03-08T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Falcon Lake,Manitoba,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2013-039,55.569092,-121.944662,1.0000,2013-03-08T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,Dioxyde de soufre,Divers,Exploitation,Yes,"Pipeline,Usine de traitement","Corrosion et fissuration,Défectuosité et détérioration,Erreur d’exploitation",Entretien
INC2013-038,49.801251,-86.760603,Non fourni,2013-03-04T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Geraldton,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,"Corrosion et fissuration,Défectuosité et détérioration",Entretien
INC2013-031,49.681165,-95.374581,Non fourni,2013-02-21T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Falcon Lake,Manitoba,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2013-030,50.060735,-110.729591,Non fourni,2013-02-19T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Redcliff,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2013-028,55.22444444,-114.8005555,Non fourni,2013-02-14T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Slave Lake,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,À déterminer,À déterminer
INC2013-025,54.095087,-112.305849,Sans objet,2013-02-12T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Vegreville,Alberta,N'est pas applicable,N'est pas applicable,Entretien,Yes,"Usine de traitement,Stockage",Interférences extérieures,"Ingénierie et planification,Entretien"
INC2013-024,57.02618,-111.69054,Non fourni,2013-02-10T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Fort McMurray,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Normes et procédures
INC2013-018,50.18688,-103.17213,7.7000,2013-02-02T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Glenavon,Saskatchewan,Pétrole brut non sulfureux,Liquide,Exploitation,No,Non disponible,"Corrosion et fissuration,Interférences extérieures,Erreur d’exploitation,Forces de la nature","Entretien,Forces de la nature ou environnement"
INC2013-016,44.375026,-65.031085,1000.0000,2013-02-01T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Caledonia,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Normes et procédures
INC2013-015,59.20188,-121.600162,Sans objet,2013-01-30T00:00:00,Blessure grave (Office ou BST),Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,Facteurs humains
INC2013-012,53.96046,-116.46003,Non fourni,2013-01-26T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Whitecourt,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Corrosion et fissuration,Entretien
INC2013-011,44.68344,-75.62107,1.0000,2013-01-26T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Brockville,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Forces de la nature,Forces de la nature ou environnement
INC2013-010,57.11437,-117.45693,Non fourni,2013-01-25T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Manning,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2013-007,56.1442,-120.67138,9.1000,2013-01-21T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Condensat,Liquide,Exploitation,Yes,Pompage,Défaillance d’équipement,Entretien
INC2013-005,49.789417,-92.765515,Non fourni,2013-01-15T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Dryden,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Corrosion et fissuration,Entretien
INC2013-004,45.17741,-61.6223,679.0000,2013-01-08T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Goldboro,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Normes et procédures
INC2013-003,43.87366,-79.57983,Sans objet,2013-01-08T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Maple,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Interférences extérieures,Entretien
INC2012-202,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-201,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-200,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-199,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-198,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-197,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-196,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-195,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-194,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-193,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-192,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-191,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-190,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-189,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-188,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-187,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-186,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-185,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-184,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-183,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-182,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-181,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-180,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-179,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-178,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-177,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-176,53.5467,-113.35465,Sans objet,2012-02-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Entretien
INC2012-175,43.551392,-79.593431,Sans objet,2013-01-08T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Mississauga,Ontario,N'est pas applicable,N'est pas applicable,Construction,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2012-174,53.54747,-113.35571,Sans objet,2012-12-29T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,"Ingénierie et planification,Outils et équipement"
INC2012-173,50.60505,-108.70856,Non fourni,2012-12-26T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Cabri,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2012-171,53.54719,-113.35571,Sans objet,2012-12-15T00:00:00,Blessure grave (Office ou BST),Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Facteurs humains,Supervision insuffisante,Normes et procédures"
INC2012-168,45.239523,-66.102866,Non fourni,2012-12-07T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
